,Time,SL,SH,SPL,SPH,I1L,I1H,I2L,I2H,I3L,I3H,I4L,I4H,I5L,I5H,D1L,D1H,D2L,D2H,D3L,D3H,D4L,D4H,D5L,D5H,E1L,E1H,E2L,E2H,E3L,E3H,E4L,E4H,E5L,E5H,U1L,U1H,U2L,U2H,U3L,U3H,U4L,U4H,U5L,U5H,T1L,T1H,T2L,T2H,T3L,T3H,T4L,T4H,T5L,T5H,NewI,NewA,NewD1,NewD2,NewD3,NewD4,NewD5,Deaths
Q46,2015.5,40232.54239,66117.56399,0,0,109.0761827,488.2404649,0,0,0,0,0,0,0,0,508.4095111,2084.11892,10.20431105,38.69491044,2.03775499,7.53238919,0,0,0,0,1747.394648,5841.267091,136.1772262,395.4826489,23.20497206,66.52211717,6.27112192,17.88339698,15.49174444,43.45954996,1907.929446,5320.280179,179.9776726,455.5425649,29.07329099,73.17130582,14.12315891,34.10566251,187.7491538,430.3517539,729.9360019,1891.702518,194.6737662,480.0184903,114.8018792,279.026913,193.0503695,410.3485395,1713.403172,3444.390099,31292.13079,10244.60806,0,670.8669541,1881.480673,1841.101196,10607.37802,19989.62672
Q47,2015.75,40375.84791,66287.59545,0,0,108.1766743,486.0944008,0,0,0,0,0,0,0,0,504.438032,2075.517746,10.12280458,38.52501987,2.02143336,7.498969,0,0,0,0,1734.182767,5820.869923,129.6921309,379.1786914,21.13995349,61.0989895,6.1748046,17.72270497,24.28117949,68.12428399,1892.830942,5307.598448,175.5335878,447.6129536,28.17895708,71.41493392,14.27920341,34.59810187,197.4744655,453.7524633,723.8475338,1887.851655,192.4564093,477.8706595,113.4806511,277.7351479,193.4724503,412.7422998,1727.327979,3482.976345,31888.34492,10444.49487,0,684.0072996,1919.726019,1877.325418,10803.21058,20370.00419
Q48,2016,40520.12988,66462.20367,0,0,107.3024156,483.9765653,0,0,0,0,0,0,0,0,500.5115204,2066.8377,10.04248703,38.3550225,2.00537536,7.46564078,0,0,0,0,1721.187479,5800.210494,123.6613355,364.0793437,19.80417965,57.67990087,6.10871624,17.63158696,32.32506075,90.69265518,1878.037162,5294.411926,171.1163725,439.4516335,27.37114821,69.84645336,14.42457479,35.05495931,206.7749454,476.2019635,717.8991267,1883.823583,190.3062976,475.7190039,112.2070729,276.4633154,193.8673465,415.0521234,1740.580742,3520.316857,32481.56631,10643.55109,0,697.0793436,1957.791995,1913.399992,10998.32692,20748.96938
Q49,2016.25,40665.37051,66641.27529,0,0,106.4583751,481.9169245,0,0,0,0,0,0,0,0,496.644996,2058.137034,9.96328756,38.18468371,1.98955623,7.43232693,0,0,0,0,1708.400141,5779.302193,118.2263922,350.5693904,18.77921035,55.10409557,6.09969885,17.69014291,39.79938489,111.6513906,1863.536142,5280.748301,166.7885785,431.2636768,26.61882571,68.38465392,14.56798783,35.50133628,215.6765422,497.7524415,712.0845075,1879.622787,188.2177874,473.5567635,110.9750196,275.1994432,194.2347783,417.2758699,1753.187878,3556.438879,33071.90446,10841.80132,0,710.0829627,1995.678216,1949.324069,11192.72328,21126.52497
Q50,2016.5,40811.5542,66824.69922,0,0,105.6448586,479.9256657,0,0,0,0,0,0,0,0,492.8523808,2049.477894,9.88522135,38.01411495,1.9739632,7.39898967,0,0,0,0,1695.816062,5758.170382,113.3750956,338.6078649,17.92322752,52.98074837,6.1261528,17.84054561,46.82022518,131.3229289,1849.316509,5266.634089,162.5913398,423.1891242,25.90664519,66.99177475,14.70903317,35.93682753,224.2038211,518.4545913,706.397759,1875.254342,186.1877457,471.3840744,109.7801957,273.936771,194.5742439,419.4111801,1765.173793,3591.366645,33659.46544,11039.27729,0,723.0184825,2033.384351,1985.096859,11386.39582,21502.67115
Q51,2016.75,40958.667,67012.36849,0,0,104.8607658,478.004749,0,0,0,0,0,0,0,0,489.1443381,2040.913912,9.80835548,37.84366514,1.95859564,7.36564074,0,0,0,0,1683.43369,5736.850679,109.0547146,328.0442865,17.18199006,51.16097077,6.17370108,18.04392387,53.45919109,149.9069858,1835.367661,5252.095477,158.550452,415.3213598,25.22883142,65.6559316,14.84667584,36.35915706,232.3767125,538.3483409,700.8333031,1870.723791,184.2143031,469.2043262,108.6199788,272.6731062,194.8854831,421.4566452,1776.561015,3625.12181,34244.35063,11236.01253,0,735.8866404,2070.910214,2020.717628,11579.34074,21877.40706
Q52,2017,41106.6963,67204.18063,0,0,104.1046791,476.1528863,0,0,0,0,0,0,0,0,485.5282772,2032.487308,9.73278296,37.67381365,1.94346294,7.33233209,0,0,0,0,1671.25368,5715.385915,105.2058903,318.7122093,16.53027082,49.57559489,6.23499508,18.2804215,59.7656593,167.5416267,1821.679882,5237.15893,154.6815788,407.7224932,24.58372157,64.37595239,14.98058618,36.76786999,240.2124098,557.4677814,695.3858956,1866.037079,182.296285,467.0224808,107.4928604,271.4091641,195.1686919,423.4122997,1787.370569,3657.724446,34826.65661,11432.04019,0,748.6885058,2108.25583,2056.185711,11771.55428,22250.73177
Q53,2017.25,41255.63061,67400.03769,0,0,103.3751883,474.3676108,0,0,0,0,0,0,0,0,482.0089082,2024.229516,9.65860395,37.50509038,1.92858005,7.29914411,0,0,0,0,1659.278096,5693.823156,101.7724863,310.4558848,15.95323036,48.18396399,6.30620836,18.53972627,65.77760506,184.3330403,1808.24439,5221.85156,150.9934722,400.4329394,23.97100387,63.15385024,15.11094329,37.16381062,247.7268838,575.8450554,690.0506229,1861.200525,180.4328793,464.8440979,106.3979755,270.1472043,195.4244944,425.2794693,1797.622372,3689.194037,35406.47537,11627.39233,0,761.4253964,2145.421482,2091.500515,11963.03282,22622.64487
Q54,2017.5,41405.45943,67599.84605,0,0,102.6709663,472.646116,0,0,0,0,0,0,0,0,478.5888304,2016.16287,9.58591274,37.33802052,1.91396526,7.2661699,0,0,0,0,1647.509801,5672.211238,98.70406238,303.1366202,15.44029587,46.95719688,6.38509832,18.81582367,71.52627065,200.368412,1795.053339,5206.201282,147.4899432,393.477381,23.39056664,61.99177081,15.23813814,37.54832546,254.9355814,593.5120279,684.8229049,1856.220809,178.6234136,462.674706,105.3347819,268.890127,195.6538174,427.0603855,1807.335549,3719.550223,35983.89454,11822.09963,0,774.0988069,2182.407734,2126.661532,12153.77287,22993.14682
Q55,2017.75,41556.17316,67803.51623,0,0,101.9907784,470.9855873,0,0,0,0,0,0,0,0,475.269033,2008.302415,9.51479367,37.17309296,1.89963604,7.23350639,0,0,0,0,1635.951999,5650.598883,95.95609249,296.633026,14.98304536,45.87241229,6.4701504,19.10468374,77.03824081,215.7217174,1782.099787,5190.236824,144.1711597,386.8687578,22.8420957,60.89097848,15.36259746,37.922802,261.8536362,610.5006688,679.6984916,1851.104969,176.8672119,460.5194081,104.3028629,267.6409252,195.8577648,428.757812,1816.528642,3748.81323,36558.99774,12016.1914,0,786.7103511,2219.215441,2161.668352,12343.7712,23362.23907
Q56,2018,41707.76306,68010.96261,0,0,101.3334711,469.3833227,0,0,0,0,0,0,0,0,472.0492906,2000.657516,9.44531544,37.0107391,1.88560979,7.20124661,0,0,0,0,1624.607903,5629.033336,93.4895287,290.8395393,14.57440963,44.91053714,6.56021925,19.40329063,82.33649619,230.4567061,1769.377638,5173.987622,141.0345751,380.6111455,22.32497987,59.85166833,15.48470568,38.2884705,268.4958623,626.8428942,674.6734632,1845.860393,175.1635045,458.3826566,103.3018102,266.4023755,196.0375157,430.3747522,1825.219729,3777.004053,37131.86477,12209.69561,0,799.2617162,2255.845744,2196.520672,12533.02482,23729.92413
Q57,2018.25,41860.22395,68222.11554,0,0,100.6958316,467.827423,0,0,0,0,0,0,0,0,468.9278368,1993.230437,9.25404225,36.38119525,1.43354716,5.50702332,0.28909005,1.10456245,0.30389374,1.1454959,1613.480471,5607.559284,91.25348905,285.6010274,14.16965598,43.90919921,6.66907288,19.76541994,87.45156219,244.6684004,1756.881576,5157.483657,138.0752423,374.7004874,21.83758661,58.87026468,15.60495446,38.64701387,274.8767714,642.5705825,669.7442217,1840.494807,173.5113783,456.2681348,102.3311507,265.1768401,196.1942552,431.9142586,1833.426485,3804.144474,37702.55683,12402.63776,0,811.7546236,2292.300063,2231.218305,12721.53104,24096.20507
Q58,2018.5,42013.55346,68436.91942,0,0,100.0754623,466.3081693,0,0,0,0,0,0,0,0,465.8998923,1986.009488,8.96627835,35.38965725,1.25766866,4.86424728,0.31383882,1.20478837,0.78103978,2.93176756,1602.571864,5586.216563,89.17209957,280.6664463,13.78572544,42.94053854,6.7681217,20.08387692,92.40274576,258.4120447,1744.606972,5140.755191,135.2837328,369.1164812,21.37755594,57.94062916,15.72313878,38.99755311,281.0102831,657.71452,664.9074821,1835.01625,171.9096676,454.178397,101.390262,263.9660003,196.3291152,433.3792448,1841.16619,3830.256967,38271.11903,12595.03702,0,824.1907466,2328.580069,2265.761189,12909.28757,24461.08489
Q59,2018.75,42167.74513,68655.30136,0,0,99.47365915,464.8326669,0,0,0,0,0,0,0,0,462.9618584,1978.987059,8.7026832,34.49383995,1.17986506,4.58923981,0.31371062,1.20912087,1.2335727,4.61105776,1591.883262,5565.03934,87.23038035,276.0138393,13.44612341,42.09746413,6.86118342,20.37362342,97.18217952,271.643504,1732.549768,5123.832392,132.6493232,363.8346985,20.94453264,57.06419124,15.8390549,39.33925554,286.9087899,672.3009388,660.1602602,1829.433037,170.356901,452.1147086,100.4784098,262.7710295,196.4431208,434.7723245,1848.455705,3855.364466,38837.61861,12786.91306,0,836.5716707,2364.687649,2300.149395,13096.2925,24824.5685
Q60,2019,42322.79273,68877.18818,0,0,98.89057764,463.4040862,0,0,0,0,0,0,0,0,460.1115258,1972.161765,8.48284661,33.76340994,1.1347275,4.43514683,0.31597693,1.22111864,1.66021032,6.17913641,1581.41529,5544.058071,85.42832038,271.671424,13.14270584,41.3532317,6.95513074,20.66118986,101.7992774,284.3856025,1720.706386,5106.745051,130.1629027,358.8370619,20.53738614,56.23940522,15.9530374,39.67335352,292.5842857,686.3557485,655.499853,1823.753709,168.8514595,450.0776654,99.59474656,261.5926116,196.5372184,436.0959232,1855.311434,3879.490163,39402.12381,12978.28757,0,848.8989439,2400.624878,2334.383123,13282.54436,25186.66168
Q61,2019.25,42478.69068,69102.50901,0,0,98.32572467,462.0227397,0,0,0,0,0,0,0,0,457.3469596,1965.533843,8.30299791,33.1811025,1.10333631,4.33139066,0.32113878,1.24301147,2.06879362,7.66606476,1571.168212,5523.300589,83.76252063,267.6495216,12.86805821,40.68404846,7.05089374,20.95073418,106.2671438,296.6764435,1709.073656,5089.522422,127.816405,354.1092111,20.1545379,55.46304894,16.06527428,40.00056484,298.0484241,699.9047132,650.9238209,1817.986976,167.3916771,448.0675619,98.73833375,260.4310198,196.6122685,437.3522618,1861.749305,3902.657349,39964.70068,13169.18272,0,861.1741033,2436.393995,2368.462708,13468.04216,25547.37075
Q62,2019.5,42635.43401,69331.19573,0,0,97.77839319,460.6876792,0,0,0,0,0,0,0,0,454.6660943,1959.103078,8.15543699,32.7163173,1.0793949,4.25461107,0.32806747,1.270747,2.4641283,9.09053235,1561.141958,5502.792411,82.22612936,263.9419043,12.61766164,40.07659009,7.14807968,21.24140852,110.5975587,308.5505396,1697.648765,5072.193113,125.602292,349.6383061,19.7944319,54.73194277,16.17582875,40.321178,303.3122566,712.9724598,646.4299666,1812.141665,165.9758817,446.0845201,97.90818747,259.2862925,196.6690461,438.5433584,1867.784745,3924.889255,40525.41277,13359.62036,0,873.398677,2471.99739,2402.388621,13652.78544,25906.7025
Q63,2019.75,42793.01832,69563.18291,0,0,97.24783648,459.3974867,0,0,0,0,0,0,0,0,452.0666583,1952.868186,8.03305336,32.34161778,1.06029214,4.19512582,0.33606485,1.30180296,2.84903489,10.46376548,1551.336105,5482.556751,80.8104928,260.532944,12.38861366,39.52306841,7.24625134,21.53211674,114.8006742,320.0375477,1686.429201,5054.784997,123.5133486,345.412112,19.45564593,54.04331429,16.28472745,40.63536388,308.3861679,725.5822099,642.0163172,1806.226669,164.6024166,444.1285512,97.10331549,258.1583515,196.7082567,439.6710784,1873.432658,3946.208929,41084.32116,13549.62164,0,885.5741784,2507.43759,2436.161461,13836.77425,26264.66419
Q64,2020,42951.43971,69798.40779,0,0,96.73332698,458.1506172,0,0,0,0,0,0,0,0,449.5462149,1946.826808,7.93012009,32.03532708,1.04464558,4.14780813,0.34474595,1.33479941,3.22532598,11.79316531,1541.749856,5462.614466,79.5062883,257.4024333,12.17874324,39.01798977,7.34509146,21.82213256,118.8853932,331.1635073,1675.412707,5037.325122,121.5426094,341.4186627,19.136876,53.39471163,16.39199406,40.94329052,313.279904,737.755847,637.6811026,1800.250901,163.2696568,442.199597,96.32273638,257.0470633,196.7305509,440.7371829,1878.707422,3966.639152,41641.48456,13739.20701,0,897.7020987,2542.717242,2469.781962,14020.00918,26621.26356
Q65,2020.25,43110.69476,70036.8101,0,0,96.23417577,456.9455409,0,0,0,0,0,0,0,0,447.1022181,1940.975696,7.84221024,31.78095465,1.031576,4.10941791,0.35388319,1.36892363,3.59425744,13.08399897,1532.382031,5442.984048,78.30415955,254.528351,11.98621555,38.55677254,7.44436821,22.11097553,122.8596561,341.9517481,1664.597231,5019.839632,119.6833409,337.646141,18.8369048,52.78387472,16.497652,41.24513613,318.0026213,749.5140404,633.4227372,1794.223242,161.9760191,440.2975529,95.56548975,255.9522646,196.7365385,441.7433623,1883.622893,3986.20239,42196.95944,13928.39613,0,909.7838997,2577.839099,2503.250983,14202.4914,26976.50884
Q66,2020.5,43270.78051,70278.33193,0,0,95.7497349,455.7808016,0,0,0,0,0,0,0,0,444.7320689,1935.310955,7.76594648,31.56611186,1.02046687,4.07770435,0.36332651,1.40365307,3.95673888,14.34019138,1523.231076,5423.681651,77.19506105,251.8884359,11.80938458,38.13526696,7.54389287,22.39827621,126.7306043,352.4233695,1653.980882,5002.35369,117.9290361,334.0828545,18.55458021,52.2086555,16.60172535,41.54107513,322.562926,760.876333,629.239801,1788.152508,160.7199706,438.4222842,94.83064312,254.8737763,196.7267945,442.691257,1888.192411,4004.920763,42750.80024,14117.2079,0,921.8210092,2612.806007,2536.569507,14384.22263,27330.40877
Q67,2020.75,43431.69435,70522.91765,0,0,95.27939745,454.6550346,0,0,0,0,0,0,0,0,442.4331619,1929.828251,7.69876367,31.38152808,1.01086628,4.05103873,0.37297069,1.43863023,4.31344059,15.56474702,1514.295077,5404.721168,76.17044599,249.4610907,11.64674291,37.74962093,7.64349928,22.68371136,130.5046777,362.5975098,1643.561893,4984.891405,116.2734197,330.7172598,18.28880304,51.66697638,16.70423374,41.83126813,326.9689056,771.8612049,625.1310211,1782.047401,159.5000316,436.5736345,94.1172941,253.8114084,196.7018669,443.5824647,1892.428815,4022.816032,43303.05947,14305.66057,0,933.8148181,2647.620884,2569.738639,14565.20519,27682.97257
Q68,2021,43593.43408,70770.51372,0,0,94.82259511,453.5669738,0,0,0,0,0,0,0,0,440.2029201,1924.522994,7.63871441,31.22027158,1.00243664,4.02822061,0.38273895,1.47360218,4.66486195,16.76001012,1505.571783,5386.114344,75.22236035,247.2258957,11.49690751,37.39625915,7.74303688,22.96698232,134.1876858,372.4915229,1633.338582,4967.475781,114.7104569,327.5380107,18.03852392,51.1568199,16.80519283,42.11585681,331.2281556,782.4861171,621.0952543,1775.916477,158.3147799,434.7514313,93.42457357,252.7649651,196.6622787,444.4185484,1896.344459,4039.909587,43853.78786,14493.77171,0,945.7666773,2682.286712,2602.759599,14745.44194,28034.20997
Q69,2021.25,43755.99782,71021.06863,0,0,94.37879671,452.515447,0,0,0,0,0,0,0,0,438.0388202,1919.390478,7.58431965,31.07715582,0.99492386,4.00835978,0.39257457,1.50838887,5.01137623,17.92783792,1497.058639,5367.870914,74.34348035,245.1638822,11.35861319,37.07188913,7.84236677,23.24781082,137.7848643,382.1211333,1623.309322,4950.128665,113.2343626,324.5340177,17.80274036,50.67622697,16.90461316,42.39496283,335.3478063,792.7675464,617.1314695,1769.768108,157.1628512,432.9554929,92.75164611,251.7342471,196.608532,445.2010382,1899.95123,4056.222441,44403.03447,14681.55831,0,957.6778977,2716.806519,2635.633715,14924.93633,28384.13122
Q70,2021.5,43919.38402,71274.53275,0,0,93.9475042,451.4993708,0,0,0,0,0,0,0,0,435.9384138,1914.425988,7.53445406,30.94829545,0.98813577,3.99079188,0.40243443,1.54286031,5.35326251,19.06972864,1488.752812,5349.998757,73.52711928,243.2576513,11.23071043,36.77350486,7.94136252,23.52594082,141.3009298,391.5005774,1613.472514,4932.870722,111.8396109,321.6945084,17.58049847,50.22330436,17.00250102,42.66868819,339.3345413,802.7210217,613.2387326,1763.610451,156.0429392,431.1856306,92.09771146,250.7190538,196.5411101,445.9314331,1903.260562,4071.775227,44950.84687,14869.03676,0,969.5497504,2751.18337,2668.362421,15103.69238,28732.74707
Q71,2021.75,44083.59141,71530.85823,0,0,93.5282523,450.5177455,0,0,0,0,0,0,0,0,433.8993387,1909.624879,7.48825931,30.83077421,0.98192654,3.97502099,0.41228603,1.57692477,5.69073085,20.18690879,1480.651228,5332.504056,72.76720895,241.4913974,11.11215888,36.49838515,8.03990823,23.80114136,144.7401286,400.642742,1603.82656,4915.721409,110.5209402,319.0090826,17.37089295,49.79623106,17.09885953,42.93711951,343.1946236,812.3611589,609.4161911,1757.451422,154.9537982,429.4416554,91.46200496,249.7191876,196.4604792,446.6112035,1906.283456,4086.588199,45497.27119,15056.22296,0,981.383466,2785.420352,2700.947247,15281.71464,29080.06874
Q72,2022,44248.61897,71789.99893,0,0,93.12060503,449.5696474,0,0,0,0,0,0,0,0,431.9193296,1904.982635,7.44507946,30.72239885,0.97618551,3.96067543,0.42210528,1.61051784,6.0239374,21.28040267,1472.750606,5315.391458,72.05826976,239.8508646,11.00202127,36.2440816,8.13790116,24.07320786,148.1062832,409.5592967,1594.369852,4898.698968,109.2733609,316.4677605,17.1730663,49.39326524,17.19368884,43.20032991,346.9339172,821.7017023,605.6630601,1751.298666,153.894241,427.723381,90.84379693,248.7344555,196.3670906,447.2417917,1909.030497,4100.681226,46042.35223,15243.13231,0,993.1802371,2819.520566,2733.389818,15459.00819,29426.10797
Q73,2022.25,44414.46595,72051.91032,0,0,92.72415412,448.6542221,0,0,0,0,0,0,0,0,429.9962222,1900.494903,7.40441073,30.6215147,0.97082758,3.94747624,0.43187304,1.64359489,6.3530007,22.35108136,1465.047488,5298.664234,71.39537295,238.3232697,10.89945708,36.00840448,8.23524839,24.34196354,151.4028376,418.2608182,1585.100748,4881.820431,108.0921546,314.061021,16.98620988,49.01274931,17.28698758,43.45838273,350.5579091,830.7555623,601.9786109,1745.159542,152.8631376,426.0306275,90.24239344,247.7646716,196.261382,447.8246144,1911.511872,4114.073801,46586.13358,15429.77976,0,1004.941219,2853.487118,2765.691839,15635.57866,29770.87695
Q74,2022.5,44581.13178,72316.54938,0,0,92.33851694,447.7706795,0,0,0,0,0,0,0,0,428.1279559,1896.157522,7.36586504,30.52686943,0.96578872,3.93521408,0.44157545,1.67612621,6.6780098,23.39969865,1457.538272,5282.324433,70.77409717,236.8971982,10.80371436,35.78940316,8.33186939,24.60725742,154.6328955,426.7569073,1576.017564,4865.101626,106.9728749,311.7798265,16.809564,48.65311511,17.37875378,43.71133315,354.0717314,839.5348603,598.3621576,1739.041099,151.8594172,424.3632253,89.6571344,246.8096595,196.1437781,448.3610636,1913.737386,4126.785037,47128.65771,15616.17983,0,1016.667532,2887.323107,2797.8551,15811.43215,30114.38836
Q75,2022.75,44748.61613,72583.87455,0,0,91.96333533,446.9182874,0,0,0,0,0,0,0,0,426.3125743,1891.966533,7.32914131,30.43751149,0.96101843,3.92372964,0.45120146,1.70809316,6.99903284,24.42691998,1450.219243,5266.373024,70.19048613,235.5624938,10.71412138,35.58534553,8.42769215,24.8689644,157.7992591,435.0562955,1567.118564,4848.557202,105.9113441,309.6156416,16.64241574,48.31288516,17.46898413,43.95923233,357.4801838,848.0509731,594.8130492,1732.950068,150.8820631,422.7210181,89.0873955,245.8692544,196.0146936,448.8525088,1915.716482,4138.833679,47669.96601,15802.34667,0,1028.360261,2921.031624,2829.881456,15986.57524,30456.65529
Q76,2023,44916.91885,72853.84565,0,0,91.59827249,446.0963654,0,0,0,0,0,0,0,0,424.5482243,1887.91819,7.29400544,30.35271402,0.95647844,3.91290299,0.46074301,1.73948565,7.31612093,25.43334122,1443.086601,5250.810031,69.64100635,234.310144,10.63007945,35.39469923,8.52265494,25.12698219,160.9044614,443.1669416,1558.401954,4832.200655,104.9036477,307.5604407,16.48409846,47.9906735,17.55767624,44.20212784,360.7877539,856.3145746,591.3306574,1726.892846,149.9301141,421.1038628,88.53258493,244.9433039,195.8745323,449.3002976,1917.458253,4150.238101,48210.09889,15988.29404,0,1040.02046,2954.615741,2861.772833,16161.01499,30797.69129
Q77,2023.25,45086.03992,73126.42382,0,0,91.24301289,445.3042822,0,0,0,0,0,0,0,0,422.8331531,1884.008956,7.26027328,30.27191897,0.9521387,3.90264227,0.47019364,1.77029865,7.62931471,26.41950554,1436.136483,5235.634656,69.12250525,233.1321669,10.55105707,35.21610916,8.61670404,25.38123103,163.9507966,451.0961206,1549.865876,4816.044361,103.9461262,305.6067071,16.33399113,47.68518548,17.64482859,44.4400652,363.9986385,864.3356824,587.9143714,1720.875489,149.0026606,419.5116338,87.99214314,244.0316694,195.7236893,449.7057567,1918.971465,4161.016319,48749.09583,16174.03536,0,1051.649152,2988.078507,2893.531213,16334.75887,31137.51031
Q78,2023.5,45255.97953,73401.57144,0,0,90.89725959,444.5414479,0,0,0,0,0,0,0,0,421.165705,1880.235502,7.2277988,30.19469456,0.94797558,3.89287695,0.47954807,1.80053195,7.93864588,27.3859142,1429.364992,5220.845398,68.63217274,232.0215041,10.47658041,35.04838086,8.70979359,25.63165005,166.940348,458.8505003,1541.508408,4800.099618,103.0353677,303.7474268,16.19151558,47.39521586,17.73044003,44.67309059,367.1167637,872.1236995,584.5635893,1714.903711,148.098844,417.9442209,87.46554252,243.1342266,195.5625511,450.0701938,1920.264564,4171.185995,49286.99548,16359.58373,0,1063.247332,3021.422944,2925.158632,16507.81475,31476.12669
Q79,2023.75,45426.73797,73679.25213,0,0,90.56073362,443.8073135,0,0,0,0,0,0,0,0,419.5443183,1876.594696,7.19646618,30.12070461,0.94397094,3.88355321,0.48880298,1.83018838,8.24414047,28.33303444,1422.768213,5206.440147,68.16750546,230.9719215,10.40622901,34.8904615,8.80188547,25.8781955,169.8750118,466.4362134,1533.327563,4784.376683,102.1681971,301.976077,16.05613494,47.11964661,17.81451031,44.90125056,370.1458033,879.6874566,581.2777125,1708.982879,147.2178533,416.4015304,86.95228547,242.2508656,195.3914966,450.394898,1921.345699,4180.764444,49823.83563,16544.95197,0,1074.815968,3054.652041,2956.657172,16680.19089,31813.55514
Q80,2024,45598.31566,73959.43061,0,0,90.23317195,443.1013633,0,0,0,0,0,0,0,0,417.9675193,1873.083599,7.1661807,30.04968486,0.94010954,3.87462874,0.49795524,1.8592736,8.54582007,29.26130773,1416.342234,5192.416286,67.72627374,229.9779144,10.33962927,34.74142403,8.89294638,26.12083991,172.7565187,473.8589172,1525.321289,4768.884823,101.3416654,300.2866078,15.92735113,46.85744342,17.89704133,45.12459324,373.0891979,887.0352534,578.0561416,1703.118013,146.3589242,414.8834838,86.45190274,241.3814894,195.2108973,450.6811403,1922.222733,4189.768644,50359.65336,16730.15258,0,1086.356002,3087.768755,2988.028956,16851.89592,32149.81072
Q81,2024.25,45770.71317,74242.07275,0,0,89.9143269,442.4231143,0,0,0,0,0,0,0,0,416.433919,1869.699452,7.13686624,29.98142526,0.9363796,3.86607014,0.5070029,1.88779404,8.84370336,30.17115272,1410.083163,5178.770768,67.30649173,229.0346269,10.27644939,34.60045279,8.98294943,26.35956865,175.586453,481.1238503,1517.487475,4753.632359,100.553038,298.6734248,15.80470487,46.60765132,17.97803597,45.34316828,375.9501709,894.1748964,574.8982707,1697.313794,145.5213348,413.3900177,85.96395234,240.5260157,195.0211182,450.9301734,1922.903257,4198.21524,50894.48502,16915.19782,0,1097.868353,3120.776005,3019.276143,17022.93876,32484.90882
Q82,2024.5,45943.93112,74527.14546,0,0,89.60396451,441.7721113,0,0,0,0,0,0,0,0,414.9422082,1866.439661,7.10845925,29.91575766,0.9327713,3.85785172,0.51594381,1.91575831,9.13780696,31.06297045,1403.987143,5165.500194,66.90638986,228.1377733,10.216395,34.46682974,9.07187264,26.59437962,178.3662708,488.2358801,1509.82395,4738.626716,99.79978339,297.1313643,15.68777015,46.36939189,18.05749825,45.55702864,378.7317458,901.1137364,571.8034853,1691.574563,144.7044046,411.9210802,85.48801866,239.6843733,194.8225174,451.1432341,1923.394602,4206.120555,51428.36627,17100.09969,0,1109.353916,3153.67667,3050.400922,17193.32866,32818.86513
Q83,2024.75,46117.97029,74814.61669,0,0,89.30186362,441.1479248,0,0,0,0,0,0,0,0,413.4911524,1863.301792,7.08090724,29.85254493,0.9292769,3.84995232,0.52477722,1.94317481,9.42814716,31.9371464,1398.050363,5152.600875,66.52439149,227.2835716,10.15920349,34.33992302,9.15969806,26.82528032,181.0973132,495.1995448,1502.328489,4723.874476,99.07956,295.6556724,15.57615492,46.14185778,18.13543457,45.76622874,381.4367607,907.8587032,568.7711592,1685.904334,143.9074914,410.4766324,85.02370999,238.8565035,194.6154471,451.3215397,1923.703855,4213.500598,51961.33216,17284.86995,0,1120.813568,3186.47359,3081.405507,17363.07513,33151.69563
Q84,2025,46292.83149,75104.45534,0,0,89.00781526,440.5501481,0,0,0,0,0,0,0,0,412.0795875,1860.283555,7.05416497,29.79167478,0.92588977,3.84235482,0.53350176,1.9700534,9.71473893,32.79405291,1392.26907,5140.068893,66.15908968,226.4686828,10.10464215,34.21917674,9.24641237,27.05228791,183.7808211,502.0190916,1494.998819,4709.381423,98.39020609,294.2419789,15.46949793,45.92430855,18.21185231,45.97082644,384.0678834,914.4163377,565.8006537,1680.306796,143.1299892,409.056643,84.57065739,238.0423556,194.4002534,451.466292,1923.837869,4220.371066,52493.41711,17469.52014,0,1132.248164,3219.169561,3112.292132,17532.18793,33483.41655
Q85,2025.25,46468.51564,75396.6313,0,0,88.72162123,439.9783948,0,0,0,0,0,0,0,0,410.7064147,1857.382795,7.02819413,29.73305325,0.92260356,3.83504534,0.54211693,1.99640366,9.99759781,33.63405018,1386.639575,5127.900149,65.8092294,225.6901563,10.05250366,34.10410045,9.33200473,27.27542713,186.4179466,508.6985089,1487.832622,4695.152596,97.72972633,292.8862734,15.36746636,45.71606677,18.28676042,46.17088201,386.6276236,920.7928222,562.8913149,1674.785329,142.3713255,407.6610883,84.1285136,237.2418892,194.1772764,451.5786741,1923.803272,4226.74736,53024.65499,17654.06157,0,1143.658542,3251.767339,3143.063048,17700.67706,33814.04435
Q86,2025.5,46645.02375,75691.11536,0,0,88.44309344,439.4322965,0,0,0,0,0,0,0,0,409.3705969,1854.597477,7.00296166,29.67660079,0.91941418,3.82801257,0.55062242,2.02223603,10.27673875,34.45748937,1381.158267,5116.090406,65.47368776,224.9453842,10.00260321,33.9942622,9.41646752,27.49472893,189.0097632,515.2415559,1480.827545,4681.192334,97.09628152,291.5848802,15.2697538,45.51651281,18.3601694,46.36645798,389.1183458,926.9940103,560.0424735,1669.343011,141.6309589,406.2899505,83.69695123,236.4550706,193.94685,451.6598519,1923.606482,4232.644582,53555.0791,17838.50537,0,1155.04552,3284.269636,3173.720517,17868.5527,34143.59573
