Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Peru,PER,Consumer price index (2010 = 100),FP.CPI.TOTL,4.08E-08,4.32E-08,4.61E-08,4.88E-08,5.36E-08,6.24E-08,6.79E-08,7.46E-08,8.88E-08,9.44E-08,9.91E-08,1.06E-07,1.13E-07,1.24E-07,1.45E-07,1.80E-07,2.40E-07,3.31E-07,5.22E-07,8.71E-07,1.39E-06,2.43E-06,4.00E-06,8.44E-06,1.77E-05,4.67E-05,8.31E-05,0.000154488,0.001184949,0.041457575,3.143173844,16.01541893,27.79128328,41.29228493,51.0937954,56.77987213,63.33110107,68.75362995,73.7367705,76.2951857,79.16185396,80.72696202,80.88287404,82.71032352,85.73956695,87.12537724,88.86985208,90.45172341,95.68514795,98.49468544,100,103.370685,107.1475732,110.1653876,113.7193746,117.7625489,121.9969631,
